token_seq,target_comment
"function stopFeeding ( ) external feedingInProgress ( ) returns ( bool ) { uint256 blockNumber = pendingFeedings [ msg . sender ] . blockNumber ; uint256 tokenId = pendingFeedings [ msg . sender ] . horsey ; //you cant feed and stop feeding from the same block! require ( block . number - blockNumber >= 1 , ""feeding and stop feeding are in same block"" ) ; delete pendingFeedings [ msg . sender ] ; //solidity only gives you access to the previous 256 blocks //deny and remove this obsolete feeding if we cant fetch its blocks hash if ( block . number - blockNumber > 255 ) { //the feeding is outdated = failed //the user can feed again but he lost his carrots emit FeedingFailed ( tokenId ) ; return false ; } //token could have been transfered in the meantime to someone else if ( stables . ownerOf ( tokenId ) != msg . sender ) { //the feeding is failed because the token no longer belongs to this user = failed //the user has lost his carrots emit FeedingFailed ( tokenId ) ; return false ; } //call horsey generation with the claim block hash _feed ( tokenId , blockhash ( blockNumber ) ) ; bytes32 dna ; ( , dna , , ) = stables . horseys ( tokenId ) ; emit ReceivedCarrot ( tokenId , dna ) ; return true ; }",Allows user to stop feeding a horsey This will trigger a random rarity chance.
"function _createHolderId ( address _holder ) internal returns ( uint ) { uint _holderId = getHolderId ( _holder ) ; if ( _holderId == 0 ) { _holderId = holdersCount ( ) + 1 ; set ( store , holderIndexStorage , _holder , _holderId ) ; set ( store , holdersAddressStorage , _holderId , _holder ) ; set ( store , holdersCountStorage , _holderId ) ; } return _holderId ; }","Returns holder id for the specified address, creates it if needed."
"function sendWithFreeze ( address _address , uint256 _amount , uint256 _time ) public onlyOwner { require ( _address != address ( 0 ) && _amount > 0 && _time > 0 ) ; address lockedAddress = new TokenTimelock ( this , _address , now . add ( _time ) ) ; lockedList [ _address ] = lockedAddress ; transfer ( lockedAddress , _amount ) ; }",Send tokens which will be frozen for specified time.
function totalAmountOfEarlyPurchasesWithBonus ( ) constant public returns ( uint256 ) { return starbaseEpAmendment . totalAmountOfEarlyPurchases ( ) . mul ( 120 ) . div ( 100 ) ; },Returns total amount of early purchases in CNY and bonuses.
"function takeOwnership ( uint256 _tokenId ) public { require ( isApprovedFor ( msg . sender , _tokenId ) ) ; clearApprovalAndTransfer ( ownerOf ( _tokenId ) , msg . sender , _tokenId ) ; }",Claims the ownership of a given token ID.
"function createTokenVault ( uint256 tokens ) internal onlyOwner returns ( TokenVault ) { TokenVault tokenVault = new TokenVault ( ERC20 ( this ) ) ; createTokens ( tokens , tokenVault ) ; tokenVault . fillUpAllowance ( ) ; return tokenVault ; }",Create a TokenVault and fill with the specified newly minted tokens.
"function computeBonuses ( uint256 _cents ) public view returns ( uint256 , uint256 ) { uint256 bonusTotal ; uint256 bonusIds ; for ( uint i = 0 ; i < amountBonuses . length ; i ++ ) { if ( _cents >= amountBonuses [ i ] . amountFrom && _cents <= amountBonuses [ i ] . amountTo ) { bonusTotal += amountBonuses [ i ] . bonusPercent ; bonusIds += amountBonuses [ i ] . id ; } } return ( bonusTotal , bonusIds ) ; }",Computes total bonuses amount by value.
"function getAvailableBalanceOf ( address account , address tokenAddr ) external view returns ( uint256 ) { require ( account != address ( 0x0 ) ) ; uint256 balance = 0 ; for ( uint256 i = 0 ; i < lockedBalances [ account ] [ tokenAddr ] . length ; i ++ ) { if ( lockedBalances [ account ] [ tokenAddr ] [ i ] . releaseTime <= block . timestamp ) { balance = balance . add ( lockedBalances [ account ] [ tokenAddr ] [ i ] . balance ) ; } } return balance ; }",Returns total amount of balances which already passed release time.
"function addOwner ( Proxy identity , address newOwner ) public onlyOlderOwner ( identity ) rateLimited ( identity ) { require ( ! isOwner ( identity , newOwner ) ) ; owners [ identity ] [ newOwner ] = now - userTimeLock ; LogOwnerAdded ( identity , newOwner , msg . sender ) ; }",Allows an olderOwner to add a new owner instantly.
function userMaximumPurchaseAmountNg ( address _user ) public constant returns ( uint256 _maximum_purchase_amount_ng ) { _maximum_purchase_amount_ng = marketplace_storage ( ) . read_user_daily_limit ( _user ) ; },Show the user's daily limit on DGX purchase.
"function transfer ( address _to , uint256 _value ) public canTransfer ( msg . sender , _to ) returns ( bool ) { return super . transfer ( _to , _value ) ; }",Override transfer function. Add canTransfer modifier to check possibility of transferring.
function MyFriendships ( ) public { me = msg . sender ; },Create a contract to keep track of my friendships.
"function setBuyPrice ( uint256 newBuyPrice ) onlyOwner public { require ( newBuyPrice > 0 ) ; _originalBuyPrice = newBuyPrice ; // 3000 LCARS = 3000 00000 unit // control _maximumBuy_USD = 10,000 USD, LCARS price is 1.0USD // maximumBuy_LCARS = 100,000 LCARS = 100,000,00000 unit // 3000 LCARS = 1ETH => maximumETH = 100,000,00000 / _originalBuyPrice // 100,000,00000/3000 0000 ~ 33ETH => change to wei _maximumBuy = 10 ** 18 * 10000000000 / _originalBuyPrice ; }",Updates buy price (owner ONLY).
"function confirmAddressChange ( address _oldRegisteredAddress , address _newRegisteredAddress ) public onlyOwner pendingAddressChangeRequest ( _oldRegisteredAddress ) addressNotRegistered ( _newRegisteredAddress ) { address newRegisteredAddress = addressChangeRequests [ _oldRegisteredAddress ] ; require ( newRegisteredAddress == _newRegisteredAddress ) ; // prevents race condition VestingSchedule memory vestingSchedule = schedules [ _oldRegisteredAddress ] ; schedules [ newRegisteredAddress ] = vestingSchedule ; delete schedules [ _oldRegisteredAddress ] ; delete addressChangeRequests [ _oldRegisteredAddress ] ; AddressChangeConfirmed ( _oldRegisteredAddress , _newRegisteredAddress ) ; }",Confirm an address change and migrate vesting schedule to new address.
"function getPartialAmount ( uint numerator , uint denominator , uint target ) public pure returns ( uint ) { return safeDiv ( safeMul ( numerator , target ) , denominator ) ; }",Calculates partial value given a numerator and denominator.
"function getNodeRightChild ( Index storage index , bytes32 id ) constant returns ( bytes32 ) { return index . nodes [ id ] . right ; }",Retrieve the right child id of the node.
"function buy ( ) public whenNotPaused isWhitelisted ( msg . sender ) { uint256 amount = msg . value . mul ( 1e18 ) ; amount = amount . div ( sellPrice ) ; require ( amount >= MINIMUM_BUY_AMOUNT , ""Buy amount too small"" ) ; _transfer ( this , msg . sender , amount ) ; }",Send Ether to buy tokens at the current token sell price.
"function createMobster ( string _name , uint256 _startPrice , uint256 _boss , uint256 _level , string _show ) public onlyCLevel { _createMobster ( _name , address ( this ) , _startPrice , _boss , _level , _show ) ; }",Creates a new mobster with the given name.
function changeOwner ( address _newOwner ) external onlyOwner ( ) { owner = _newOwner ; emit ChangedOwner ( owner ) ; },Set new owner of proxy contract and remove the old one.
function setGoldContract ( address _contractAddress ) onlyOwner public { goldContract = Gold ( _contractAddress ) ; },Set the address of the contract that represents ERC20 Gold.
"function release ( uint256 _id ) external { releaseFor ( msg . sender , _id ) ; }",Releases the tokens for the calling sender and _id.
function goalReached ( ) public view returns ( bool ) { return weiRaised ( ) >= _goal ; },Checks whether funding goal was reached.
function setContract ( address newContract ) public onlyOwner ( ) { require ( newContract != address ( 0 ) ) ; contract_num ++ ; require ( contract_num <= 5 ) ; emit ContractTransferred ( newContract ) ; contract_addr [ contract_num - 1 ] = newContract ; },Allows the current owner to transfer control of the contract to a newContract.
"function lastTokenIsTransferableDate ( address holder ) public constant returns ( uint64 date ) { date = uint64 ( now ) ; uint256 grantIndex = grants [ holder ] . length ; for ( uint256 i = 0 ; i < grantIndex ; i ++ ) { date = SafeMath . max64 ( grants [ holder ] [ i ] . vesting , date ) ; } }",Calculate the date when the holder can transfer all its tokens.
"function setImplementation ( address newImplementation ) internal { bytes32 position = implementationPosition ; assembly { sstore ( position , newImplementation ) } }",Sets the address of the current implementation.
"function issueTokensFromOtherCurrency ( address _to , uint _wei_count ) onlyInState ( State . ICORunning ) public onlyOtherCurrenciesChecker { if ( _wei_count == 0 ) throw ; uint newTokens = ( _wei_count * getMntTokensPerEth ( icoTokensSold ) ) / ( 1 ether / 1 wei ) ; issueTokensInternal ( _to , newTokens ) ; }",This is called by other currency processors to issue new tokens.
"function generateRandomNumber ( bytes32 _serverSeed , bytes32 _userSeed ) public pure returns ( uint ) { bytes32 combinedHash = keccak256 ( abi . encodePacked ( _serverSeed , _userSeed ) ) ; return uint ( combinedHash ) ; }",Generates a 256 bit random number by combining server and user seed.
function getNextPrice ( uint256 _price ) pure returns ( uint256 _nextPrice ) { if ( _price < 0.25 ether ) { return _price . mul ( 3 ) . div ( 2 ) ; //1.5x } else if ( _price < 1 ether ) { return _price . mul ( 14 ) . div ( 10 ) ; //1.4x } else { return _price . mul ( 13 ) . div ( 10 ) ; //1.3x } },Determines next price of phoenix.
"function setContribution ( address _sender , uint256 _amount ) public onlyOwner ( ) { contribute ( _sender , _amount ) ; }","Manually set a contribution, used by owners to increase owners amounts."
"function register ( string _handle ) public { require ( handleToAddress [ _handle ] == 0 ) ; uint fee = options [ ""regifee"" ] ; require ( msg . value >= fee ) ; feewallet . transfer ( fee ) ; _verify ( msg . sender , _handle ) ; emit HandleRegistered ( msg . sender , _handle ) ; }",Allows general users to register their handle.
function removeAccreditedInvestor ( address investor ) public onlyOwner { require ( investor != address ( 0 ) ) ; delete accredited [ investor ] ; },Remove an address from the accredited list.
function setWeiUsdRate ( uint256 _rate ) public onlyOwner { require ( _rate > 0 ) ; weiUsdRate = _rate ; },Set an exchange rate in wei.
"function depositEthers ( address _referrer ) external { address user = msg . sender ; require ( 0x0 == referrals [ user ] , ""This user already have a referrer."" ) ; super . _depositEthers ( user ) ; referrals [ user ] = _referrer ; emit ReferralDeposit ( ETH , user , _referrer , msg . value , balances [ ETH ] [ user ] ) ; }",Deposit Ethers with a given referrer address.
function totalAmountOfEarlyPurchases ( ) constant noEther returns ( uint totalAmount ) { StarbaseEarlyPurchase . EarlyPurchase [ ] memory normalizedEP = normalizedEarlyPurchases ( ) ; for ( uint i ; i < normalizedEP . length ; i ++ ) { totalAmount += normalizedEP [ i ] . amount ; } },Returns total amount of raised funds by Early Purchasers.
function getCurrencyContract ( bytes32 _requestId ) public constant returns ( address ) { return requests [ _requestId ] . currencyContract ; },Get currencyContract of a request.
"function releaseOrderStakes ( address maker , uint totalWeiAmount , uint weiForBurn ) internal returns ( bool ) { require ( weiForBurn <= totalWeiAmount ) ; if ( totalWeiAmount > makerTotalOrdersWei [ maker ] ) { makerTotalOrdersWei [ maker ] = 0 ; } else { makerTotalOrdersWei [ maker ] -= totalWeiAmount ; } if ( weiForBurn == 0 ) return true ; uint burnAmount = calcBurnAmountFromFeeBurner ( weiForBurn ) ; require ( makerKnc [ maker ] >= burnAmount ) ; makerKnc [ maker ] -= burnAmount ; return true ; }",If totalWeiAmount == weiForBurn. all staked amount will be burned. so no knc returned to maker.
function deleteOperation ( bytes32 operation ) internal { uint index = allOperationsIndicies [ operation ] ; if ( index < allOperations . length - 1 ) { // Not last allOperations [ index ] = allOperations [ allOperations . length - 1 ] ; allOperationsIndicies [ allOperations [ index ] ] = index ; } allOperations . length -- ; delete votesMaskByOperation [ operation ] ; delete votesCountByOperation [ operation ] ; delete allOperationsIndicies [ operation ] ; },Used to delete cancelled or performed operation.
function error ( string _errorMessage ) internal returns ( bool ) { LogErrorString ( _errorMessage ) ; return false ; },Default error to simply log the error message and return.
function findAddressByEndpoint ( string socket ) public constant returns ( address eth_address ) { return socket_to_address [ socket ] ; },Finds Ethreum Address if given an existing socket address.
function calcMarketFee ( uint outcomeTokenCost ) public constant returns ( uint ) { return outcomeTokenCost * fee / FEE_RANGE ; },Calculates fee to be paid to market maker.
function transferOwnership ( address otherOwner ) onlyOwner { require ( otherOwner != address ( 0 ) ) ; newOwner = otherOwner ; },Allows the current owner to transfer control of the contract to an otherOwner.
"function extractAddress ( bytes _data , uint offset ) internal pure returns ( address m ) { require ( offset >= 0 && offset + 20 <= _data . length ) ; assembly { m := and ( mload ( add ( _data , add ( 20 , offset ) ) ) , 0xFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF ) } }",Extract an address from a bytes at a given position.
"function unConfirmPayment ( uint256 _investmentId ) public onlyManager onlyConfirmPayment { investments [ _investmentId ] . confirmed = false ; ChangedInvestmentConfirmation ( _investmentId , investments [ _investmentId ] . investor , false ) ; }",Unconfirms payment made via investment id.
